SalesKey,OrderDateKey,ShipDateKey,ProductKey,CustomerKey,EmployeeKey,GeographyKey,Quantity,UnitPrice,Discount,SalesAmount,TotalCost,Profit,Channel,PaymentMethod,OrderPriority
62845,20181023,20181025,55,1030,10,24,3,84.15,0.0,252.45,217.5,34.95,Online,Cash,Low
62846,20220316,20220317,53,483,43,21,4,351.75,0.0,1407.0,1090.92,316.08,Retail,Credit Card,Medium
62847,20241014,20241016,23,388,14,38,3,143.02,0.0,429.06,244.02,185.04,Partner,PayPal,Medium
62848,20200410,20200415,130,810,44,2,4,203.39,0.0,813.56,692.68,120.88,Partner,Credit Card,Low
62849,20200429,20200430,155,1393,44,5,1,313.35,0.05,297.68,239.58,58.1,Phone,PayPal,High
62850,20220318,20220319,121,881,7,4,1,667.65,0.0,667.65,282.44,385.21,Online,Bank Transfer,Low
62851,20181128,20181129,170,751,21,9,2,170.23,0.0,340.46,289.76,50.7,Phone,Credit Card,Medium
62852,20211128,20211201,116,234,10,32,1,369.16,0.0,369.16,239.47,129.69,Online,Credit Card,Medium
62853,20190104,20190105,145,1111,29,36,1,148.09,0.0,148.09,89.53,58.56,Phone,Bank Transfer,Medium
62854,20200201,20200203,99,1233,47,23,5,485.46,0.0,2427.3,1095.8,1331.5,Partner,Cash,Low
62855,20181007,20181010,34,731,12,16,3,93.35,0.1,252.04,139.71,112.33,Online,Cash,Low
62856,20210101,20210103,116,606,18,9,3,369.16,0.0,1107.48,718.41,389.07,Phone,Bank Transfer,Low
62857,20190101,20190103,58,1175,22,8,2,413.23,0.1,743.81,383.7,360.11,Retail,PayPal,Medium
62858,20220826,20220829,114,275,26,1,2,415.15,0.0,830.3,584.08,246.22,Phone,PayPal,Low
62859,20191126,20191127,56,316,42,17,2,110.42,0.05,209.8,180.96,28.84,Retail,PayPal,Low
62860,20200805,20200808,67,606,43,25,2,55.2,0.0,110.4,80.72,29.68,Online,PayPal,High
62861,20230924,20230925,142,1118,21,15,1,135.75,0.05,128.96,115.8,13.16,Partner,Credit Card,High
62862,20240724,20240725,29,784,21,5,4,38.79,0.05,147.4,124.44,22.96,Online,PayPal,Low
62863,20211103,20211105,199,1261,34,31,4,376.7,0.1,1356.12,1032.92,323.2,Online,Cash,Medium
62864,20230930,20231001,99,764,32,26,1,485.46,0.0,485.46,219.16,266.3,Online,Credit Card,Low
62865,20230324,20230326,200,1323,28,12,2,433.32,0.05,823.31,453.02,370.29,Online,Cash,High
62866,20240521,20240522,178,1069,12,31,6,44.61,0.1,240.89,154.92,85.97,Phone,Bank Transfer,Low
62867,20200821,20200824,165,23,39,21,4,165.92,0.1,597.31,515.12,82.19,Online,PayPal,Low
62868,20211015,20211029,167,1238,30,6,2,10.99,0.0,21.98,18.5,3.48,Partner,PayPal,Medium
62869,20220910,20220912,117,1490,19,1,1,267.98,0.0,267.98,175.19,92.79,Partner,Credit Card,Low
62870,20180503,20180505,81,1094,48,39,3,194.4,0.0,583.2,340.5,242.7,Phone,Cash,Low
62871,20210626,20210629,53,911,49,37,2,351.75,0.0,703.5,545.46,158.04,Phone,PayPal,Medium
62872,20201122,20201125,41,719,50,2,1,441.27,0.0,441.27,259.62,181.65,Online,Credit Card,Low
62873,20181226,20181228,25,493,40,3,3,205.9,0.0,617.7,498.84,118.86,Partner,PayPal,Low
62874,20220506,20220507,164,188,42,13,2,283.65,0.1,510.57,337.06,173.51,Online,Cash,Medium
62875,20220414,20220417,75,1323,11,26,1,26.54,0.0,26.54,20.19,6.35,Retail,Credit Card,Low
62876,20230728,20230731,200,235,41,25,1,433.32,0.05,411.65,226.51,185.14,Retail,Cash,Low
62877,20230518,20230520,137,1206,12,23,2,588.19,0.15,999.92,521.58,478.34,Online,Cash,Low
62878,20240121,20240122,19,221,40,38,2,111.45,0.0,222.9,189.72,33.18,Online,PayPal,Low
62879,20211015,20211016,71,745,41,14,2,373.23,0.0,746.46,577.84,168.62,Partner,Credit Card,Medium
62880,20221218,20221219,88,568,37,6,2,240.31,0.0,480.62,390.66,89.96,Online,Bank Transfer,Low
62881,20240413,20240418,31,843,23,8,4,156.56,0.05,594.93,478.64,116.29,Phone,Credit Card,Medium
62882,20180630,20180707,31,1014,3,35,4,156.56,0.0,626.24,478.64,147.6,Phone,Credit Card,High
62883,20231211,20231214,117,98,10,22,4,267.98,0.0,1071.92,700.76,371.16,Retail,Cash,Low
62884,20210108,20210113,198,1302,17,36,3,242.83,0.1,655.64,316.62,339.02,Online,Credit Card,Low
62885,20231019,20231022,18,1315,42,8,3,584.63,0.05,1666.2,869.58,796.62,Phone,Bank Transfer,Medium
62886,20211001,20211003,197,76,4,13,4,224.21,0.0,896.84,459.0,437.84,Online,PayPal,Low
62887,20190528,20190529,35,560,21,26,2,66.39,0.05,126.14,53.98,72.16,Online,Bank Transfer,Medium
62888,20210612,20210626,124,1148,28,36,2,315.14,0.0,630.28,262.62,367.66,Retail,Credit Card,Low
62889,20221128,20221212,39,482,24,22,3,269.44,0.1,727.49,697.56,29.93,Partner,Credit Card,Low
62890,20190623,20190624,180,1091,21,3,1,461.19,0.0,461.19,282.37,178.82,Online,PayPal,High
62891,20220215,20220220,16,1053,31,35,1,226.12,0.0,226.12,184.23,41.89,Online,Cash,Low
62892,20240824,20240829,83,396,30,3,1,65.6,0.0,65.6,31.64,33.96,Retail,Cash,Low
62893,20181104,20181109,153,677,6,24,6,531.94,0.05,3032.06,1315.2,1716.86,Online,Bank Transfer,Medium
62894,20180304,20180307,75,333,45,39,4,26.54,0.1,95.54,80.76,14.78,Retail,PayPal,Low
62895,20200512,20200515,17,417,16,31,1,56.84,0.2,45.47,24.19,21.28,Phone,Credit Card,High
62896,20180814,20180816,191,191,7,32,2,72.26,0.0,144.52,79.72,64.8,Retail,Credit Card,Medium
62897,20210630,20210705,5,954,28,34,2,333.96,0.1,601.13,364.66,236.47,Retail,Cash,Medium
62898,20180829,20180831,191,636,7,17,2,72.26,0.1,130.07,79.72,50.35,Retail,Credit Card,Low
62899,20200903,20200908,46,110,41,37,5,74.13,0.0,370.65,201.4,169.25,Phone,PayPal,Low
62900,20240822,20240825,147,116,1,34,4,344.03,0.0,1376.12,990.68,385.44,Partner,PayPal,Low
62901,20240628,20240701,98,1180,39,4,4,144.76,0.0,579.04,420.04,159.0,Partner,Credit Card,Low
62902,20221106,20221109,26,1390,10,38,3,567.94,0.0,1703.82,873.09,830.73,Online,Credit Card,Medium
62903,20181206,20181213,109,628,1,1,1,191.72,0.0,191.72,100.99,90.73,Online,Bank Transfer,Low
62904,20230916,20230917,26,1284,47,14,3,567.94,0.05,1618.63,873.09,745.54,Retail,Bank Transfer,Low
62905,20240207,20240214,39,907,29,17,4,269.44,0.0,1077.76,930.08,147.68,Phone,PayPal,Low
62906,20220203,20220206,148,1190,11,31,2,66.49,0.1,119.68,84.96,34.72,Phone,Cash,High
62907,20210602,20210604,46,758,39,13,5,74.13,0.0,370.65,201.4,169.25,Retail,Credit Card,Medium
62908,20201003,20201005,100,1394,12,4,2,522.86,0.1,941.15,533.38,407.77,Phone,Cash,Low
62909,20220424,20220429,26,764,31,18,1,567.94,0.0,567.94,291.03,276.91,Partner,Credit Card,Low
62910,20230810,20230811,163,634,13,24,1,539.85,0.0,539.85,286.69,253.16,Online,Credit Card,Low
62911,20220717,20220720,129,931,16,22,3,509.38,0.0,1528.14,843.51,684.63,Phone,Cash,Low
62912,20240828,20240904,28,323,36,40,3,413.11,0.1,1115.4,544.14,571.26,Online,Credit Card,Medium
62913,20230108,20230111,45,622,11,12,7,401.77,0.05,2671.77,1867.11,804.66,Partner,Cash,Medium
62914,20231211,20231213,73,1382,43,2,2,100.99,0.0,201.98,178.06,23.92,Partner,Credit Card,High
62915,20240211,20240218,4,432,11,38,2,47.4,0.0,94.8,44.26,50.54,Partner,Bank Transfer,Low
62916,20180830,20180831,38,425,1,21,3,398.73,0.0,1196.19,640.56,555.63,Partner,PayPal,Medium
62917,20180514,20180519,138,1412,28,20,6,240.05,0.0,1440.3,935.1,505.2,Retail,Bank Transfer,Low
62918,20200522,20200527,18,958,20,12,2,584.63,0.0,1169.26,579.72,589.54,Partner,PayPal,Low
62919,20201230,20201231,127,529,38,27,4,345.35,0.0,1381.4,1024.36,357.04,Partner,PayPal,Medium
62920,20230906,20230908,145,791,6,28,4,148.09,0.0,592.36,358.12,234.24,Retail,Cash,High
62921,20221019,20221022,71,1137,10,27,3,373.23,0.0,1119.69,866.76,252.93,Online,Cash,Low
62922,20220528,20220529,97,178,22,11,2,463.83,0.1,834.89,541.24,293.65,Online,Cash,High
62923,20220813,20220814,42,804,36,25,6,118.18,0.0,709.08,615.66,93.42,Retail,PayPal,Low
62924,20230809,20230812,200,1400,6,35,6,433.32,0.15,2209.93,1359.06,850.87,Partner,Credit Card,Low
62925,20200806,20200807,119,1108,3,39,4,98.93,0.0,395.72,351.32,44.4,Phone,PayPal,Low
62926,20220113,20220114,69,501,37,15,1,288.14,0.0,288.14,158.04,130.1,Online,Cash,Medium
62927,20210506,20210513,171,1258,7,24,2,226.2,0.2,361.92,300.06,61.86,Partner,Credit Card,Low
62928,20230320,20230322,181,41,42,31,1,206.64,0.05,196.31,119.51,76.8,Phone,Credit Card,Low
62929,20211004,20211005,129,859,25,15,1,509.38,0.15,432.97,281.17,151.8,Online,Credit Card,High
62930,20200818,20200819,57,1318,41,27,2,563.09,0.0,1126.18,558.52,567.66,Online,Credit Card,Low
62931,20181107,20181108,180,1407,11,7,5,461.19,0.0,2305.95,1411.85,894.1,Phone,Bank Transfer,High
62932,20210517,20210531,79,1096,6,30,3,391.53,0.1,1057.13,609.84,447.29,Retail,Bank Transfer,High
62933,20231129,20231130,20,503,12,25,3,304.23,0.0,912.69,620.55,292.14,Retail,Credit Card,Medium
62934,20180812,20180814,45,1076,7,8,4,401.77,0.0,1607.08,1066.92,540.16,Partner,PayPal,Low
62935,20210816,20210817,27,661,30,10,4,623.42,0.0,2493.68,1128.6,1365.08,Partner,Cash,Low
62936,20230916,20230918,92,14,19,17,1,602.13,0.15,511.81,277.78,234.03,Online,PayPal,Medium
62937,20200316,20200330,197,821,3,22,2,224.21,0.05,426.0,229.5,196.5,Partner,Bank Transfer,High
62938,20241104,20241105,117,511,34,37,3,267.98,0.05,763.74,525.57,238.17,Partner,Bank Transfer,Low
62939,20220321,20220323,179,491,29,23,4,21.12,0.2,67.58,51.28,16.3,Retail,Cash,High
62940,20240515,20240518,45,1409,22,17,2,401.77,0.0,803.54,533.46,270.08,Retail,Cash,Low
62941,20191201,20191204,128,65,23,10,1,88.48,0.05,84.06,55.0,29.06,Partner,Bank Transfer,Medium
62942,20240603,20240606,134,662,31,8,6,383.81,0.0,2302.86,1263.72,1039.14,Phone,Cash,Low
62943,20191222,20191225,95,1275,7,13,5,206.98,0.1,931.41,806.25,125.16,Partner,Cash,Low
62944,20190902,20190905,146,622,29,13,3,15.89,0.0,47.67,42.0,5.67,Partner,Bank Transfer,Low
62945,20240109,20240114,69,1413,25,6,2,288.14,0.0,576.28,316.08,260.2,Retail,Bank Transfer,Low
62946,20211220,20211222,183,901,10,25,2,399.93,0.0,799.86,565.46,234.4,Online,Bank Transfer,Low
62947,20200124,20200126,38,823,29,8,2,398.73,0.2,637.97,427.04,210.93,Online,Bank Transfer,Low
62948,20221112,20221113,145,80,16,28,2,148.09,0.0,296.18,179.06,117.12,Retail,Bank Transfer,Medium
62949,20190516,20190517,198,98,41,38,5,242.83,0.0,1214.15,527.7,686.45,Partner,PayPal,Low
62950,20200112,20200119,192,169,23,8,2,413.08,0.0,826.16,381.08,445.08,Phone,Bank Transfer,High
62951,20210503,20210508,133,77,25,3,1,498.15,0.0,498.15,263.83,234.32,Partner,Credit Card,Low
62952,20200223,20200225,152,1265,9,7,4,282.98,0.0,1131.92,657.96,473.96,Phone,Cash,Medium
62953,20210510,20210512,107,573,23,9,3,250.46,0.1,676.24,591.99,84.25,Retail,Cash,Medium
62954,20241129,20241130,84,843,27,40,3,123.5,0.05,351.98,298.89,53.09,Phone,Bank Transfer,Medium
62955,20230807,20230808,54,176,23,6,3,241.39,0.05,687.96,378.18,309.78,Retail,Credit Card,Medium
62956,20190122,20190123,115,833,10,18,1,458.82,0.05,435.88,268.15,167.73,Online,Bank Transfer,Low
62957,20230310,20230313,61,772,17,8,4,538.09,0.0,2152.36,972.76,1179.6,Phone,Bank Transfer,Low
62958,20190914,20190916,136,54,34,22,1,492.5,0.0,492.5,243.76,248.74,Online,Cash,Low
62959,20201111,20201118,154,183,40,39,1,213.01,0.0,213.01,157.31,55.7,Partner,Credit Card,Low
62960,20220227,20220228,126,1444,22,32,2,129.85,0.0,259.7,183.72,75.98,Retail,PayPal,Low
62961,20200212,20200219,99,609,32,5,5,485.46,0.0,2427.3,1095.8,1331.5,Phone,Credit Card,Low
62962,20240917,20240918,197,815,34,22,1,224.21,0.0,224.21,114.75,109.46,Phone,Cash,High
62963,20200929,20201002,66,551,35,26,3,162.42,0.0,487.26,384.42,102.84,Online,PayPal,Medium
62964,20181209,20181214,194,18,44,4,3,108.72,0.0,326.16,264.6,61.56,Retail,Credit Card,Medium
62965,20190116,20190121,36,883,15,20,3,290.78,0.0,872.34,698.43,173.91,Phone,PayPal,Medium
62966,20220519,20220602,178,151,19,36,5,44.61,0.15,189.59,129.1,60.49,Phone,Bank Transfer,Low
62967,20220115,20220117,199,605,14,10,5,376.7,0.0,1883.5,1291.15,592.35,Phone,Credit Card,High
62968,20200308,20200311,78,1455,16,28,2,379.69,0.0,759.38,591.54,167.84,Retail,Credit Card,Low
62969,20180715,20180717,105,588,24,5,3,7.92,0.0,23.76,19.47,4.29,Online,Bank Transfer,High
62970,20200603,20200606,34,1057,20,11,2,93.35,0.0,186.7,93.14,93.56,Partner,Cash,Low
62971,20211115,20211116,55,1045,9,7,1,84.15,0.0,84.15,72.5,11.65,Partner,Cash,Medium
62972,20230604,20230609,186,1274,20,30,5,38.98,0.1,175.41,173.65,1.76,Retail,PayPal,Low
62973,20200927,20201002,28,949,41,33,3,413.11,0.05,1177.36,544.14,633.22,Phone,Credit Card,Low
62974,20220912,20220914,75,9,16,12,3,26.54,0.1,71.66,60.57,11.09,Partner,Credit Card,High
62975,20180505,20180507,52,927,43,19,4,151.37,0.0,605.48,390.96,214.52,Retail,Cash,Medium
62976,20180930,20181001,199,1451,12,26,4,376.7,0.05,1431.46,1032.92,398.54,Partner,PayPal,Low
62977,20200226,20200229,29,573,4,12,3,38.79,0.0,116.37,93.33,23.04,Phone,Bank Transfer,Medium
62978,20190126,20190131,160,1266,7,34,3,66.01,0.0,198.03,153.45,44.58,Phone,Credit Card,Medium
62979,20200528,20200530,183,1267,44,27,2,399.93,0.0,799.86,565.46,234.4,Retail,Bank Transfer,Low
62980,20240417,20240501,36,630,43,2,2,290.78,0.0,581.56,465.62,115.94,Phone,Credit Card,Low
62981,20241218,20241219,90,586,7,12,2,338.46,0.1,609.23,562.68,46.55,Online,Credit Card,High
62982,20230922,20230924,100,94,2,30,3,522.86,0.0,1568.58,800.07,768.51,Online,Cash,Low
62983,20200625,20200627,42,1218,12,6,2,118.18,0.0,236.36,205.22,31.14,Phone,Cash,Low
62984,20181012,20181015,19,113,41,34,2,111.45,0.05,211.76,189.72,22.04,Retail,Bank Transfer,Low
62985,20211213,20211214,119,885,41,21,1,98.93,0.0,98.93,87.83,11.1,Phone,Credit Card,Low
62986,20230127,20230130,12,1206,46,17,3,127.2,0.0,381.6,273.54,108.06,Online,Credit Card,High
62987,20210325,20210328,65,1246,17,25,4,10.94,0.0,43.76,28.2,15.56,Partner,Cash,Low
62988,20190318,20190323,178,1016,15,1,3,44.61,0.15,113.76,77.46,36.3,Retail,PayPal,High
62989,20200106,20200108,163,1319,3,24,2,539.85,0.0,1079.7,573.38,506.32,Partner,PayPal,Low
62990,20191009,20191016,150,1285,46,5,2,220.16,0.0,440.32,377.5,62.82,Online,Bank Transfer,Low
62991,20180507,20180508,153,676,38,37,1,531.94,0.0,531.94,219.2,312.74,Online,Cash,Medium
62992,20221214,20221217,48,1277,36,11,1,355.9,0.05,338.1,232.44,105.66,Online,Bank Transfer,Low
62993,20210907,20210909,34,371,14,7,2,93.35,0.0,186.7,93.14,93.56,Phone,PayPal,High
62994,20191024,20191107,178,251,17,37,4,44.61,0.0,178.44,103.28,75.16,Phone,PayPal,Medium
62995,20230123,20230125,117,647,27,6,4,267.98,0.05,1018.32,700.76,317.56,Phone,Credit Card,Low
62996,20190529,20190531,192,895,47,22,5,413.08,0.05,1962.13,952.7,1009.43,Partner,PayPal,High
62997,20220921,20220924,112,1162,10,36,3,45.56,0.05,129.85,97.89,31.96,Phone,PayPal,Medium
62998,20190617,20190620,22,1074,4,10,5,34.0,0.0,170.0,75.7,94.3,Online,PayPal,High
62999,20210518,20210519,164,1296,44,16,3,283.65,0.0,850.95,505.59,345.36,Phone,Credit Card,Low
63000,20180703,20180705,68,397,48,25,1,383.48,0.0,383.48,283.16,100.32,Online,Cash,High
63001,20190320,20190321,100,112,3,19,6,522.86,0.0,3137.16,1600.14,1537.02,Retail,Bank Transfer,Low
63002,20230302,20230309,60,892,1,20,3,425.65,0.0,1276.95,804.9,472.05,Retail,Bank Transfer,Low
63003,20191208,20191213,63,1245,20,15,2,105.24,0.0,210.48,144.48,66.0,Phone,Bank Transfer,Low
63004,20191107,20191114,43,154,18,9,3,131.19,0.0,393.57,290.22,103.35,Online,Bank Transfer,Low
63005,20241008,20241010,194,358,34,9,4,108.72,0.0,434.88,352.8,82.08,Phone,Bank Transfer,Medium
63006,20200928,20200930,140,1263,38,24,3,422.38,0.0,1267.14,636.24,630.9,Phone,Cash,Low
63007,20190615,20190617,27,720,36,23,6,623.42,0.05,3553.49,1692.9,1860.59,Online,Credit Card,Medium
63008,20180217,20180222,100,279,50,1,3,522.86,0.0,1568.58,800.07,768.51,Partner,Bank Transfer,Medium
63009,20191009,20191023,41,1401,23,18,1,441.27,0.0,441.27,259.62,181.65,Retail,PayPal,Low
63010,20241111,20241112,182,696,19,13,4,223.5,0.05,849.3,560.72,288.58,Online,PayPal,High
63011,20200625,20200626,110,93,35,31,2,413.64,0.1,744.55,393.28,351.27,Partner,PayPal,Low
63012,20240306,20240311,33,814,39,33,2,139.79,0.05,265.6,175.76,89.84,Partner,Bank Transfer,Medium
63013,20240210,20240212,35,37,44,24,3,66.39,0.0,199.17,80.97,118.2,Phone,Credit Card,Medium
63014,20190125,20190128,10,1097,20,10,4,175.53,0.05,667.01,529.68,137.33,Phone,Bank Transfer,High
63015,20200812,20200814,83,178,34,9,3,65.6,0.1,177.12,94.92,82.2,Partner,Bank Transfer,Medium
63016,20240604,20240606,153,809,2,37,2,531.94,0.15,904.3,438.4,465.9,Retail,Bank Transfer,Low
63017,20220629,20220701,94,769,12,9,5,395.37,0.0,1976.85,1230.4,746.45,Partner,Credit Card,Low
63018,20240215,20240217,102,1329,31,25,3,116.88,0.15,298.04,158.04,140.0,Phone,Cash,High
63019,20221123,20221125,108,943,37,31,2,275.27,0.0,550.54,430.18,120.36,Retail,Cash,Medium
63020,20240404,20240406,97,1032,48,8,1,463.83,0.0,463.83,270.62,193.21,Phone,Cash,Medium
63021,20230122,20230129,150,821,15,2,8,220.16,0.1,1585.15,1510.0,75.15,Online,Bank Transfer,High
63022,20230608,20230609,33,896,25,18,2,139.79,0.0,279.58,175.76,103.82,Retail,Credit Card,High
63023,20230603,20230606,34,612,48,28,3,93.35,0.0,280.05,139.71,140.34,Retail,Credit Card,Low
63024,20181105,20181110,14,392,33,23,4,99.4,0.0,397.6,255.6,142.0,Online,PayPal,Low
63025,20220604,20220609,122,958,40,13,2,384.49,0.0,768.98,549.76,219.22,Online,Cash,Low
63026,20210206,20210220,163,1370,44,32,3,539.85,0.0,1619.55,860.07,759.48,Partner,Bank Transfer,Medium
63027,20180218,20180219,82,700,43,14,6,303.57,0.05,1730.35,1151.34,579.01,Phone,Bank Transfer,Low
63028,20180805,20180810,89,445,13,27,4,295.53,0.0,1182.12,835.32,346.8,Phone,Bank Transfer,High
63029,20231128,20231130,162,1253,26,36,3,262.83,0.0,788.49,599.28,189.21,Retail,Bank Transfer,Medium
63030,20210502,20210505,110,81,10,7,1,413.64,0.05,392.96,196.64,196.32,Phone,Bank Transfer,Low
63031,20190826,20190909,18,983,49,15,5,584.63,0.05,2776.99,1449.3,1327.69,Partner,PayPal,Low
63032,20221214,20221215,166,1384,2,15,4,211.12,0.0,844.48,440.04,404.44,Phone,Cash,Low
63033,20211027,20211103,91,972,32,25,3,125.24,0.1,338.15,316.83,21.32,Retail,Bank Transfer,Low
63034,20190118,20190125,45,940,46,33,1,401.77,0.0,401.77,266.73,135.04,Online,Cash,High
63035,20181105,20181110,36,840,16,2,4,290.78,0.1,1046.81,931.24,115.57,Phone,Credit Card,Medium
63036,20231226,20240102,137,1359,48,24,2,588.19,0.0,1176.38,521.58,654.8,Online,PayPal,Low
63037,20231211,20231214,184,1024,39,9,3,645.06,0.05,1838.42,865.65,972.77,Phone,Cash,Medium
63038,20220226,20220228,103,703,30,27,4,205.38,0.0,821.52,735.6,85.92,Online,Credit Card,Low
63039,20240428,20240503,166,1059,1,24,3,211.12,0.0,633.36,330.03,303.33,Retail,Cash,Medium
63040,20190613,20190618,112,462,18,20,3,45.56,0.0,136.68,97.89,38.79,Phone,Credit Card,Medium
63041,20240603,20240604,48,282,34,29,3,355.9,0.0,1067.7,697.32,370.38,Online,PayPal,Medium
63042,20190726,20190802,187,953,21,39,4,58.84,0.0,235.36,131.44,103.92,Phone,PayPal,Medium
63043,20240930,20241001,96,900,2,5,2,71.93,0.0,143.86,64.94,78.92,Phone,Cash,Low
63044,20240528,20240602,64,37,33,38,1,524.47,0.0,524.47,246.31,278.16,Online,Cash,Medium
63045,20241130,20241202,131,607,38,12,3,460.35,0.0,1381.05,559.29,821.76,Retail,Credit Card,High
63046,20210622,20210627,14,1012,38,9,5,99.4,0.0,497.0,319.5,177.5,Phone,Bank Transfer,Low
63047,20220319,20220321,150,781,10,29,5,220.16,0.0,1100.8,943.75,157.05,Phone,Bank Transfer,Low
63048,20241109,20241112,107,1192,44,17,2,250.46,0.0,500.92,394.66,106.26,Retail,Cash,High
63049,20240131,20240203,149,112,5,29,1,293.09,0.1,263.78,232.15,31.63,Retail,Bank Transfer,Low
63050,20220607,20220621,73,668,48,36,2,100.99,0.0,201.98,178.06,23.92,Phone,Bank Transfer,Low
63051,20190618,20190625,1,222,36,20,2,271.97,0.1,489.55,230.98,258.57,Retail,Cash,Low
63052,20210106,20210107,65,848,37,13,3,10.94,0.0,32.82,21.15,11.67,Partner,Cash,Medium
63053,20211228,20211230,88,76,9,25,2,240.31,0.05,456.59,390.66,65.93,Online,Cash,Low
63054,20240726,20240729,111,816,1,26,1,323.13,0.0,323.13,199.0,124.13,Partner,Credit Card,High
63055,20210209,20210214,106,1319,2,3,3,301.2,0.0,903.6,500.64,402.96,Partner,Bank Transfer,Low
63056,20231003,20231006,128,804,11,1,1,88.48,0.05,84.06,55.0,29.06,Phone,PayPal,Medium
63057,20201016,20201018,184,119,22,35,4,645.06,0.0,2580.24,1154.2,1426.04,Partner,Credit Card,Medium
63058,20201212,20201214,98,11,44,7,1,144.76,0.15,123.05,105.01,18.04,Phone,Cash,Low
63059,20210622,20210624,147,1022,4,10,2,344.03,0.0,688.06,495.34,192.72,Online,Credit Card,Low
63060,20221218,20221220,31,265,29,39,5,156.56,0.0,782.8,598.3,184.5,Retail,Credit Card,High
63061,20220411,20220416,65,827,25,26,4,10.94,0.1,39.38,28.2,11.18,Online,Cash,Low
63062,20221207,20221212,96,1129,4,40,2,71.93,0.1,129.47,64.94,64.53,Partner,Bank Transfer,Low
63063,20181116,20181117,81,975,20,15,4,194.4,0.0,777.6,454.0,323.6,Retail,PayPal,Medium
63064,20221207,20221210,8,901,41,35,2,72.55,0.05,137.84,117.28,20.56,Retail,Credit Card,High
63065,20221103,20221104,75,510,44,35,2,26.54,0.0,53.08,40.38,12.7,Partner,Bank Transfer,Medium
63066,20201117,20201119,82,1281,22,28,2,303.57,0.0,607.14,383.78,223.36,Online,Credit Card,Low
63067,20220124,20220125,176,307,18,19,2,325.23,0.0,650.46,306.86,343.6,Retail,PayPal,Medium
63068,20240405,20240412,57,834,14,17,2,563.09,0.0,1126.18,558.52,567.66,Retail,Bank Transfer,Medium
63069,20240818,20240821,90,475,8,35,3,338.46,0.0,1015.38,844.02,171.36,Partner,Bank Transfer,Low
63070,20180417,20180419,145,181,31,7,3,148.09,0.1,399.84,268.59,131.25,Online,Bank Transfer,High
63071,20190813,20190815,154,550,19,26,5,213.01,0.0,1065.05,786.55,278.5,Phone,Credit Card,High
63072,20220918,20220923,181,596,38,17,3,206.64,0.1,557.93,358.53,199.4,Phone,Credit Card,Medium
63073,20201127,20201128,70,463,49,29,2,271.11,0.2,433.78,224.54,209.24,Online,Cash,Low
63074,20190529,20190530,44,1186,34,24,4,378.91,0.1,1364.08,880.92,483.16,Phone,Bank Transfer,Low
63075,20220809,20220812,197,727,26,5,2,224.21,0.0,448.42,229.5,218.92,Phone,PayPal,Low
63076,20200330,20200402,154,910,9,1,3,213.01,0.05,607.08,471.93,135.15,Online,PayPal,Low
63077,20190206,20190209,103,851,46,16,4,205.38,0.15,698.29,735.6,-37.31,Partner,Cash,Low
63078,20240707,20240708,107,522,18,14,3,250.46,0.1,676.24,591.99,84.25,Retail,Cash,Medium
63079,20210103,20210108,90,36,1,20,3,338.46,0.0,1015.38,844.02,171.36,Online,Cash,Low
63080,20241109,20241114,17,1217,30,9,3,56.84,0.0,170.52,72.57,97.95,Online,PayPal,Medium
63081,20200612,20200615,138,1010,28,32,2,240.05,0.0,480.1,311.7,168.4,Partner,PayPal,Low
63082,20210325,20210327,76,1413,46,20,3,349.82,0.0,1049.46,818.82,230.64,Retail,Bank Transfer,Medium
63083,20240512,20240526,168,1358,23,35,1,21.11,0.1,19.0,18.57,0.43,Phone,Bank Transfer,Medium
63084,20231017,20231019,54,399,32,3,5,241.39,0.05,1146.6,630.3,516.3,Phone,Credit Card,Low
63085,20230501,20230506,185,1367,12,2,4,72.53,0.0,290.12,251.04,39.08,Partner,Cash,High
63086,20201205,20201210,194,454,20,25,1,108.72,0.0,108.72,88.2,20.52,Phone,PayPal,Low
63087,20200115,20200116,29,725,15,7,3,38.79,0.05,110.55,93.33,17.22,Phone,Bank Transfer,Medium
63088,20230326,20230402,67,402,23,2,2,55.2,0.0,110.4,80.72,29.68,Retail,Bank Transfer,Medium
63089,20200208,20200213,2,1385,2,15,2,367.82,0.0,735.64,441.88,293.76,Online,Credit Card,Low
63090,20220227,20220304,128,917,13,29,3,88.48,0.1,238.9,165.0,73.9,Phone,PayPal,Low
63091,20180916,20180923,33,912,12,12,3,139.79,0.15,356.46,263.64,92.82,Phone,Cash,Medium
63092,20220320,20220322,69,1155,33,15,2,288.14,0.05,547.47,316.08,231.39,Retail,PayPal,Medium
63093,20210324,20210325,116,194,7,10,2,369.16,0.0,738.32,478.94,259.38,Retail,Credit Card,Low
63094,20230715,20230722,184,99,20,18,2,645.06,0.05,1225.61,577.1,648.51,Partner,PayPal,Low
63095,20240502,20240507,199,584,30,8,4,376.7,0.0,1506.8,1032.92,473.88,Online,Credit Card,Low
63096,20200728,20200731,69,162,2,13,1,288.14,0.1,259.33,158.04,101.29,Online,Cash,High
63097,20181212,20181217,115,1022,19,34,2,458.82,0.0,917.64,536.3,381.34,Retail,PayPal,Low
63098,20230709,20230712,193,105,26,40,3,445.25,0.1,1202.18,665.55,536.63,Phone,Credit Card,Medium
63099,20190516,20190517,14,289,7,8,6,99.4,0.2,477.12,383.4,93.72,Online,PayPal,Low
